max_depth,subsample,min_child_weight,colsample_bytree,n_estimators,time,RMSE
7,0.8661577952308723,5.800066317620669,0.750022851549314,24.37866889339169,0.1188215000001946,3242.762730624469
3,0.8334079064843474,5.270709528701072,0.9330983050247436,178.21677703382568,0.2976880829992296,3482.9898999081315
9,0.6367855532169011,3.3736794030686466,0.6010224126893378,28.00437875347881,0.1369693329997972,3439.4539439518458
8,0.6069897976517313,5.823227477942243,0.6019779699246882,165.91578054976972,0.6177156659996399,3440.3210592378086
8,0.4973356121732984,2.344926052149704,0.7514177831221251,113.75404818215924,0.482686500001364,3456.1523382718
3,0.903526891126464,3.328751029319758,0.7160278902768579,149.94131108570411,0.2446950000012293,3565.429380254158
4,0.7018926891543166,5.94267423965091,0.883744645845195,83.72062852863448,0.2871825419988454,3420.833310274344
7,0.857855547384317,4.887829525609629,0.9054121301208088,50.68889724513901,0.2985054170003423,3314.0265780636173
7,0.7294172305488305,3.702521698624785,0.630086462152569,54.526706530733584,0.2492720420013938,3448.2745081133044
6,0.4654860504589626,2.6196459982942657,0.8307599009920732,130.18668140016598,0.5729417499987903,3474.856037958867
7,0.9427859622228096,4.546702881944318,0.6112534762327739,50.832378548932496,0.397670874999676,3358.193704059547
6,0.9675728470115048,5.799470885160435,0.8933052820513696,25.15214365535736,0.1587745420001738,3199.4594295921247
5,1.0,6.0,1.0,24.54333544722922,0.1162179580005613,3243.048354446943
6,1.0,4.03355840361862,1.0,25.34729155380108,0.1520718329993542,3208.187108711631
5,0.4,5.53689067408988,0.6,27.28311802661978,0.1227498330008529,3371.4209592492184
6,1.0,3.3470540168589635,1.0,23.208719566011,0.1441352080000797,3174.14160152908
4,0.964618513243928,2.500015467937787,0.941649062218868,23.88987101587905,0.0905224580001231,3268.6949903095333
7,1.0,2.0,1.0,23.29392211133852,0.1778198749998409,3261.342137310067
5,1.0,3.438757766934736,1.0,20.551313966972245,0.135176625000895,3228.0397829831186
8,0.4,6.0,1.0,47.39493324826526,0.2719873330006521,3499.385939501947
3,0.6836135390015241,4.853252653507933,0.9752054710594252,21.941430568278427,0.0670498750005208,3319.34212738772
8,1.0,4.100721710376223,1.0,20.92723492550213,0.1742156250002153,3254.303786696553
7,0.5407048646169804,2.4391805383669816,0.8366852178226445,17.513490782796808,0.1370396250003978,3456.409226485843
6,0.4170337555737769,3.9684148500239815,0.6864683536763733,22.06292749324475,0.1064315829989936,3380.5068286241526
6,0.4896470179434475,2.544860931576161,0.7424374787268636,24.52195420992761,0.1330183329991996,3257.504903633705
5,1.0,2.0,1.0,22.09749941844272,0.1110319170002185,3233.5120026136
5,0.6066041631672541,3.9270288450810544,0.8197394734385874,24.265833384750778,0.137076375000106,3247.1903480375654
3,0.715248703827237,2.774094940916477,0.9892428343163034,20.229576528206515,0.0811031670000375,3267.178609718931
4,0.8342578410179209,4.559742859079254,0.8660003594170016,18.616095472076253,0.0935685830008878,3285.6212398061352
9,0.947122952328124,5.758403155697427,0.8150380372692085,19.932711982445483,0.1899781669999356,3317.017846342451
9,0.4648980380850114,2.043032149607809,0.9740792017433916,21.49125103024312,0.2233034159999078,3384.122112314702
7,0.6609368916631135,4.489647892869997,0.8346456487118044,25.418583913727154,0.1520485000000917,3399.14232749673
6,0.8642750752615378,5.283335174499152,0.8788685599211239,19.498245824004496,0.1462766250006097,3173.7880407754783
6,0.524510191995671,5.794703660527091,0.6811918820122208,17.77356785842176,0.1381314169993857,3263.6337563102466
5,0.9231280971331818,5.356838860074074,0.9700346445484048,20.224671259408574,0.1300986249989364,3174.2680453238127
7,0.796387766810579,5.875266816374059,0.9398249123269375,20.626163719423968,0.1702331249998678,3225.934509177277
9,0.8907993909121329,2.4249111628895728,0.6648338364238889,199.7866449433976,1.0389055409996215,3350.3768759571235
5,0.8687771286174243,5.9977881015016346,0.8788182992001317,19.062686967513187,0.1152478749991132,3236.1673027845104
9,0.8742906699748949,3.029785233661758,0.823014451094111,97.9066706094454,0.5648522920000687,3465.9387734271704
9,0.9685807398680356,2.61465633035862,0.8102480782594681,70.01012627950612,0.4741387500016571,3372.5506628795865
3,0.6370191633137143,6.0,1.0,191.37499479830737,0.4000683750000462,3325.8293532016787
5,0.5927549891024025,4.358820708661343,0.8388160465945519,19.38692687163847,0.0928664590010157,3209.3871551948982
9,0.9695731619685868,5.771395259908163,0.7103043494316803,188.8765322557313,1.0507170839991886,3420.64953216047
10,1.0,6.0,1.0,140.6336208713187,1.156528208999589,3316.352696870934
5,0.4,6.0,0.6,139.75089928954202,0.5083812499997293,3653.630000312202
3,0.4,6.0,1.0,197.01222420645087,0.4555424999998649,3368.055954869606
3,1.0,2.0,0.6,37.84534656795251,0.1009984579995944,3289.5930116784
3,1.0,5.6737013529268685,1.0,37.66978765087591,0.1123727079993841,3322.6119966022006
6,1.0,2.0,1.0,37.67272474675018,0.2282196670003031,3193.7676976389243
6,1.0,2.0,0.6,35.5398456499457,0.1848352500001056,3290.259757423727
6,0.683570396470768,2.7710860730024254,0.8597285278485434,39.73310325758951,0.2069757499994011,3304.0565397788705
8,0.9419701082455604,2.597136635747884,0.8487345321951472,37.806226054479126,0.2813185839986545,3263.41939153237
6,1.0,4.228089650369921,1.0,37.16103266597686,0.234657666998828,3234.4021000322173
8,0.8235031782594837,4.55634121416332,0.9522961373917914,35.141468684264126,0.2702515830005723,3341.934455707319
8,1.0,6.0,1.0,39.1109545112367,0.3012340420009423,3281.211143286553
9,0.4550319245293268,2.190128035049076,0.9138725028090467,41.66450747538694,0.3723604999995586,3378.4469553492754
5,0.471449740747214,3.3999505524585287,0.6196840672989328,37.456764357128144,0.1897191669995663,3423.16776764303
7,0.7807035955457616,3.99378049616715,0.7219535562272752,38.89525229705234,0.2754521670012764,3315.11319383159
7,0.4436063537304823,2.206288408125821,0.859426084380068,36.573804904313405,0.2345753329991566,3479.622557116748
7,1.0,6.0,1.0,18.91184778248094,0.1428240829991409,3265.178864082416
7,0.9994575832154704,4.341490070097135,0.759601853112692,19.47306071562523,0.1420564170002762,3287.4746868887296
4,0.8245450384674682,3.3830206012752764,0.8920858921419963,22.67768208949437,0.1003199580009095,3261.1617645578685
5,0.8441857288881212,2.166464350973388,0.6085373930334294,23.26073735688193,0.1089131660010025,3180.110080655222
6,0.4044700195162862,5.795486669418748,0.7811697935050083,20.041108538866965,0.1119597500000963,3236.878010928559
6,0.7674334756061276,4.582960986069211,0.6626905576907028,24.14113327790221,0.1349131669994676,3392.3325399232704
5,0.9870331346637544,3.20523599773258,0.8609688563638163,25.706256389003883,0.1362807920013438,3249.3921995622127
4,0.5181526013578066,4.001521091991613,0.8111399872194842,20.24431204041006,0.079611000001023,3293.0721161114566
5,1.0,4.785683930201173,1.0,25.60269756437132,0.131291792000411,3308.04334138634
6,0.9623847816014732,5.781415199974631,0.8063332924168313,37.29170673196065,0.1972673750005924,3312.915958540672
6,0.8009971351384102,4.724919569901269,0.8371501986996275,20.110475727180663,0.1212001670010067,3275.477991857678
5,0.8588447341001277,5.169369085426824,0.6549993127558507,18.805978985516,0.0881861249999929,3233.352375650056
4,1.0,6.0,1.0,20.544047031469248,0.0888183749993913,3261.3078332005907
5,0.8512814599122552,2.370164871972404,0.8424800008112941,19.76545153054083,0.1097197500002948,3224.729153114653
6,0.8984507835091718,2.701609465458978,0.8976825608614694,22.85528521543528,0.1448153330002242,3239.6996256506827
5,0.8506815815974388,3.1011704929347625,0.6210618828936777,24.29160603466034,0.1241775830003462,3261.7857059299145
5,0.5062867230212055,3.257453446111751,0.928481211120453,19.076048093272057,0.1187630000003991,3331.5436976385367
4,1.0,2.0,0.6,20.908414581223013,0.0962875000004714,3264.021565286543
5,0.4673403200031338,2.0590315226980738,0.8874723031831675,20.69559964703641,0.1189048330015793,3077.99187246702
