max_depth,subsample,min_child_weight,colsample_bytree,n_estimators,time,RMSE
7,0.8661577952308723,5.800066317620669,0.750022851549314,24.37866889339169,0.1439032500002213,1712.0433055249862
3,0.8334079064843474,5.270709528701072,0.9330983050247436,178.21677703382568,0.4026593750004394,1923.263579312006
9,0.6367855532169011,3.3736794030686466,0.6010224126893378,28.00437875347881,0.1980126660000678,1800.4854929887415
8,0.6069897976517313,5.823227477942243,0.6019779699246882,165.91578054976972,0.9185130000005302,1890.1355972767976
8,0.4973356121732984,2.344926052149704,0.7514177831221251,113.75404818215924,0.7775668329995824,1889.8613491678848
3,0.903526891126464,3.328751029319758,0.7160278902768579,149.94131108570411,0.3545719579997239,1696.664746476757
4,0.7018926891543166,5.94267423965091,0.883744645845195,83.72062852863448,0.3039590839998709,1906.642791724949
7,0.857855547384317,4.887829525609629,0.9054121301208088,50.68889724513901,0.512048083000991,1901.8456399005104
7,0.7294172305488305,3.702521698624785,0.630086462152569,54.526706530733584,0.3154425419998006,1911.5434222177823
6,0.4654860504589626,2.6196459982942657,0.8307599009920732,130.18668140016598,0.6828809999988152,1873.941497334504
3,1.0,6.0,0.9739623965401304,18.790013371752742,0.056729500000074,1662.7335502697906
10,1.0,6.0,0.6,10.0,0.1527687500001775,1728.1997378756942
3,0.4,2.0,0.6,10.0,0.0446247499985474,1601.26001258028
3,0.4,2.0,0.6,15.157460105008989,0.0571499580000818,1536.1938134381403
9,0.7816947298922702,2.082939829439658,0.9938126623398796,16.349223997399196,0.1878382499999134,2003.5476799945488
3,0.4,5.1000848048800185,0.6,13.260045270039663,0.0432966249991295,1549.3362699952245
3,0.6099325935904335,2.070220710637217,0.6208315401984504,23.66055717694029,0.0703582080004707,1598.5594084363654
3,1.0,6.0,0.6,28.97998127863417,0.0792336670001532,1593.979944145418
3,0.4,2.0,1.0,35.53552162618143,0.115481250000812,1614.7286098884126
9,0.9948663403747112,4.635999515102345,0.7767399174932769,199.6797402467032,1.3541050000003452,1821.8571779387075
7,1.0,6.0,0.6,37.827397537542886,0.2215867079994495,1677.5078326427565
10,1.0,6.0,1.0,144.56878434324926,1.1655712920000951,1760.0310646122543
9,0.6715224340457223,5.730521487140082,0.948206915714702,99.14001983677336,0.8388980409999931,1833.71549799318
3,0.5691387169009521,2.171520833604382,0.6329531381006088,29.25221264919837,0.1102102499989996,1515.7633006903757
10,1.0,2.0,0.6,69.79573136876081,0.7045134590007365,1757.457603192317
10,0.4,2.0,1.0,154.24197048038383,1.5547334170005342,1955.267322511704
3,0.8026083136684246,2.4742205467487066,0.6613665972205426,142.07334798706287,0.3238840000012715,1786.9356378101124
3,0.4962315414864765,3.7792623918038464,0.6578355994421775,31.972984294142616,0.0846242499992513,1579.4429875571525
3,0.4,2.0,1.0,191.72927536554417,0.4336273339995387,1846.5613130540405
3,0.4,6.0,1.0,67.14862857723587,0.1950275830004102,1634.3972584613537
3,0.4,6.0,1.0,72.94852978591939,0.1942662080000445,1646.6192990702714
3,1.0,2.0,0.6,69.81552670127795,0.169611082999836,1632.4784516618274
3,0.4,6.0,0.6,10.0,0.0362124589992163,1576.1542826562315
3,1.0,2.0,0.6,42.40231857147533,0.1119282090003253,1596.9374435818888
3,0.4,6.0,1.0,41.38107196966333,0.1224167090003902,1623.3986624008728
9,0.4084420769928588,2.196686847954543,0.8561561678499716,42.55127113238078,0.3401795839999977,1826.117806293103
3,1.0,2.0,1.0,13.318868439643476,0.0453793340002448,1706.033611578221
3,0.7791683664140033,2.056773117083976,0.9483218134184502,17.467923280840658,0.0635681669991754,1593.8726672816415
3,0.7661095352755698,3.114960269062292,0.9769426094679976,26.77552219535719,0.088126500000726,1536.6487125891747
5,0.521006316583554,2.0634955521151626,0.7408420423910709,32.23864317012437,0.168891833998714,1710.9412750202473
3,0.4,6.0,0.6,24.55911425671911,0.1116383750013483,1551.2096499758582
3,0.4,2.0,0.6,63.58431273093593,0.1721144999992248,1565.2736962767406
6,0.4,4.04270989418378,1.0,63.53528037544995,0.3412032910000562,1732.6217401958554
3,0.4,2.0,1.0,103.97961696214432,0.3744069999993371,1708.6053967951857
3,0.9265596882195414,2.431395655295958,0.7168132876445764,94.2970225241084,0.2654596249994938,1562.9342127207508
6,0.9443549336071762,2.0821014205876094,0.8961968847689121,91.50257171579216,0.5876735839992762,1953.816946897758
3,0.8275972548927035,4.6487503178064,0.6713741817847495,97.5609421774762,0.2821409170010156,1730.2521625061029
3,1.0,6.0,0.6,61.81284047200821,0.1817423749998852,1615.2898278975506
3,0.4,4.545922201035406,0.6,15.934028081665438,0.0495714160006173,1545.9811600221442
3,0.8803950458299911,5.67891405605895,0.9647267194173392,35.73495979222123,0.1311323749996518,1658.909392224875
3,0.4865495609925208,2.082799224399188,0.6065295013053505,76.18799726302764,0.21403674999965,1631.6272224283432
10,0.4,6.0,1.0,76.05040790135297,0.9688867079985356,1887.439322287153
3,0.4,2.0,0.6,59.86609045690655,0.1820145000001503,1559.3629961614322
9,0.8404175455608212,5.891992693470482,0.8345389244233339,186.76365316979684,1.4442302079987712,1915.7158883667016
3,0.4580642531157141,5.180534327671492,0.916358906341904,120.75697415880468,0.315224500000113,2008.746018556676
3,0.4,6.0,0.6,45.92468610044561,0.1352957079998304,1562.9650237693104
3,0.6950109859746965,2.1665824926876565,0.8992577391142389,45.987231623586325,0.1694372080000903,1802.9844127451088
3,0.5780573675938621,2.0260007100711257,0.7860404917136992,39.009916421674575,0.1513502920006431,1657.2245023063442
3,1.0,6.0,0.6,108.33426389388768,0.3405296660002932,1635.280942277157
8,0.5065401439278823,5.935480973562068,0.9587242532723296,107.2575064179194,1.007016042000032,1833.6687807102069
3,0.4,6.0,1.0,156.9153153457051,0.3759818749986152,1670.8491392567812
5,1.0,6.0,0.6,43.94175174023526,0.2174802500012447,1626.0989416723485
3,1.0,2.0,0.6,160.9727928026029,0.4043126659998961,1696.180727619782
10,1.0,6.0,0.6,137.17242270739615,1.0622959169995738,1775.2267107574205
3,0.4,6.0,0.6,200.0,0.4385574999996606,1701.021937362941
